trip_id;trip_start_utc;driver_id;vehicle_id;pickup_zone;dropoff_zone;distance_km;duration_min;fare_amount;payment;platform;surge_multiplier
T33000218;2026-01-04T16:18:00+03:00;DR-1010;VH-020;West;-;3.5;16.5;12.04;wallet;CityHail;1.0
T33000219;2026-06-17T02:34:00+03:00;DR-1015;VH-012;West;East;3.88;11.5;11.08;cash;Direct;1.0
T33000220;2026-06-20T10:49:00+03:00;DR-1053;VH-015;Port;Airport;8.79;41.8;25.21;card;Direct;1.0
T33000221;2026-05-05T13:26:00+03:00;DR-1025;VH-036;West;East;3.97;17.6;15.47;cash;Direct;1.2
T33000222;2026-01-12T13:13:00+03:00;DR-1031;VH-011;Suburbs;Centre;2.41;14.8;10.32;Card;CityHail;1.0
T33000223;2026-05-10T00:19:00+03:00;DR-1009;VH-037;Port;Suburbs;6.36;23.9;31.34;CASH;RideGo;1.8
T33000224;2026-04-11T05:02:00+03:00;DR-1025;VH-011;East;West;7.54;26.3;34.99;card;CityHail;1.8
T33000225;2026-03-04T09:10:00+03:00;DR-1033;VH-024;Port;Port;14.35;58.2;36.2;cash;RideGo;1.0
T33000226;2026-01-28T20:22:00+03:00;DR-1062;VH-033;West;West;3.48;13.3;11.13;card;CityHail;1.0
T33000227;2026-03-18T22:02:00+03:00;DR-1053;VH-020;Airport;North;13.56;62.7;36.55;cash;RideGo;1.0
T33000228;2026-04-02T17:18:00+03:00;DR-1051;VH-018;Centre;Centre;6.44;31.6;35.37;wallet;RideGo;1.8
T33000229;2026-06-09T21:46:00+03:00;DR-1014;VH-030;Suburbs;Suburbs;5.15;25.8;19.86;wallet;RideGo;1.2
T33000230;2026-04-19T17:47:00+03:00;DR-1027;VH-029;East;Suburbs;4.44;23.5;15.09;cash;CityHail;1.0
T33000231;2026-02-28T07:13:00+03:00;DR-1025;VH-021;Centre;Suburbs;2.81;16.4;11.22;wallet;CityHail;1.0
T33000232;2026-01-23T15:19:00+03:00;DR-1045;VH-023;North;East;4.49;18.8;24.89;wallet;RideGo;1.8
T33000233;2026-03-21T20:02:00+03:00;DR-1019;VH-006;Centre;West;4.64;19.6;25.6;Card;RideGo;1.8
T33000234;2026-03-05T01:30:00+03:00;DR-1017;VH-038;Port;West;8.31;40.6;36.48;card;RideGo;1.5
T33000235;2026-04-01T12:35:00+03:00;DR-1033;VH-004;Airport;Port;5.82;27.4;17.76;card;RideGo;1.0
T33000236;2026-03-25T10:12:00+03:00;DR-1005;VH-008;Centre;Port;9.67;43.2;26.62;card;RideGo;1.0
T33000237;2026-06-13T21:01:00+03:00;DR-1030;VH-019;Suburbs;West;2.35;11.9;9.43;wallet;Direct;1.0
T33000238;2026-03-22T11:23:00+03:00;DR-1035;VH-037;Centre;Centre;5.75;22.5;24.46;card;CityHail;1.5
T33000239;2026-02-01T19:44:00+03:00;DR-1042;VH-034;East;West;7.21;24.3;18.5;card;RideGo;1.0
T33000240;2026-01-29T04:28:00+03:00;DR-1062;VH-039;Port;Suburbs;5.82;19.0;27.74;cash;CityHail;1.8
T33000241;2026-02-19T18:34:00+03:00;DR-1068;VH-020;Port;West;4.57;15.4;12.97;CASH;CityHail;1.0
T33000242;2026-03-29T18:01:00+03:00;DR-1045;VH-032;Centre;East;1.0;7.1;6.54;cash;Direct;1.0
T33000243;2026-01-14T04:21:00+03:00;DR-1027;VH-028;Suburbs;Port;3.83;14.4;21.31;card;RideGo;1.8
T33000244;2026-06-19T16:12:00+03:00;DR-1061;VH-014;Centre;East;4.47;15.3;19.23;card;RideGo;1.5
T33000245;2026-02-24T18:05:00+03:00;DR-1003;VH-037;East;Suburbs;5.48;25.6;16.87;card;Direct;1.0
T33000246;2026-05-15T13:05:00+03:00;DR-1042;VH-018;Suburbs;Airport;3.17;18.8;12.31;Card;CityHail;1.0
T33000247;2026-03-27T02:08:00+03:00;DR-1002;VH-033;North;-;7.03;26.2;18.82;cash;RideGo;1.0
T33000248;2026-01-22T13:36:00+03:00;DR-1033;VH-031;West;Port;4.73;21.3;14.8;wallet;RideGo;1.0
T33000249;2026-04-04T13:20:00+03:00;DR-1002;VH-017;West;East;9.16;37.9;24.55;CASH;Direct;1.0
T33000250;2026-04-24T13:16:00+03:00;DR-1018;VH-036;Port;Airport;8.2;28.6;31.26;cash;Direct;1.5
T33000251;2026-06-22T20:01:00+03:00;DR-1045;VH-023;Suburbs;West;6.31;22.4;16.93;Card;CityHail;1.0
T33000252;2026-06-23T18:31:00+03:00;DR-1042;VH-011;Suburbs;North;2.0;8.4;9.66;card;RideGo;1.2
T33000253;2026-06-21T20:54:00+03:00;DR-1038;VH-040;Airport;Airport;6.36;28.6;18.72;cash;CityHail;1.0
T33000254;2026-05-27T04:05:00+03:00;DR-1001;VH-013;Centre;West;2.74;12.6;18.14;card;CityHail;1.8
T33000255;2026-01-24T08:51:00+03:00;DR-1034;VH-033;West;Centre;6.53;22.8;31.12;CASH;CityHail;1.8
T33000256;2026-06-12T13:23:00+03:00;DR-1050;VH-030;West;Port;11.84;46.0;29.9;card;RideGo;1.0
T33000257;2026-05-02T16:27:00+03:00;DR-1044;VH-038;Centre;Suburbs;6.21;32.3;19.59;Card;RideGo;1.0
T33000258;2026-04-04T12:33:00+03:00;DR-1063;VH-042;East;Port;3.7;16.6;14.76;Card;CityHail;1.2
T33000259;2026-04-22T23:33:00+03:00;DR-1041;VH-026;Suburbs;Suburbs;2.97;16.7;13.79;Card;CityHail;1.2
T33000260;2026-01-17T20:29:00+03:00;DR-1033;VH-006;West;North;6.94;20.7;17.18;CASH;RideGo;1.0
T33000261;2026-04-19T02:09:00+03:00;DR-1037;VH-038;Centre;East;5.92;25.2;20.71;wallet;RideGo;1.2
T33000262;2026-01-29T23:11:00+03:00;DR-1067;VH-032;Port;Centre;6.83;32.4;24.4;Card;CityHail;1.2
T33000263;2026-01-29T16:49:00+03:00;DR-1014;VH-039;Airport;Port;6.81;29.4;23.35;card;CityHail;1.2
T33000264;2026-06-29T02:32:00+03:00;DR-1033;VH-020;Port;Suburbs;3.9;15.1;12.11;Card;RideGo;1.0
T33000265;2026-03-12T16:03:00+03:00;DR-1061;VH-006;North;Airport;5.51;28.2;17.63;CASH;RideGo;1.0
T33000266;2026-01-19T17:15:00+03:00;DR-1063;VH-029;East;Port;8.69;41.3;37.44;Card;Direct;1.5
T33000267;2026-02-28T08:24:00+03:00;DR-1022;VH-026;Port;Suburbs;6.83;27.2;18.87;CASH;Direct;1.0
T33000268;2026-01-14T04:30:00+03:00;DR-1029;VH-034;East;East;5.94;24.2;30.62;CASH;CityHail;1.8
T33000269;2026-03-31T05:42:00+03:00;DR-1006;VH-012;Suburbs;North;4.3;15.1;15.08;CASH;RideGo;1.2
T33000270;2026-06-27T14:46:00+03:00;DR-1055;VH-042;West;Suburbs;2.45;11.0;11.16;wallet;CityHail;1.2
T33000271;2026-06-11T19:03:00+03:00;DR-1036;VH-039;Centre;Centre;2.09;10.1;12.94;Card;RideGo;1.5
T33000272;2026-04-05T12:29:00+03:00;DR-1055;VH-008;Airport;East;3.38;14.7;11.4;card;RideGo;1.0
T33000273;2026-02-13T13:24:00+03:00;DR-1059;VH-021;West;Centre;3.23;13.2;19.46;wallet;CityHail;1.8
T33000274;2026-03-02T12:04:00+03:00;DR-1030;VH-006;West;North;9.03;34.9;28.27;cash;RideGo;1.2
T33000275;2026-02-13T22:46:00+03:00;DR-1029;VH-028;West;Port;6.23;28.2;18.46;Card;RideGo;1.0
T33000276;2026-05-27T12:53:00+03:00;DR-1052;VH-013;North;North;7.0;24.2;18.23;wallet;RideGo;1.0
T33000277;2026-01-17T03:13:00+03:00;DR-1050;VH-013;Airport;West;7.37;21.2;32.06;cash;Direct;1.8
T33000278;2026-02-08T06:54:00+03:00;DR-1054;VH-021;East;Suburbs;3.27;19.0;12.48;CASH;Direct;1.0
T33000279;2026-02-17T20:41:00+03:00;DR-1063;VH-040;East;Suburbs;2.82;17.1;11.43;CASH;RideGo;1.0
T33000280;2026-03-29T19:25:00+03:00;DR-1013;VH-008;Centre;Suburbs;6.52;26.0;32.72;card;RideGo;1.8
T33000281;2026-05-22T00:21:00+03:00;DR-1005;VH-037;North;Port;13.45;61.4;36.06;cash;Direct;1.0
T33000282;2026-01-11T07:42:00+03:00;DR-1058;VH-027;Port;Suburbs;1.58;7.0;7.18;cash;CityHail;1.0
T33000283;2026-03-31T08:56:00+03:00;DR-1013;VH-032;East;Suburbs;3.32;14.6;11.31;Card;CityHail;1.0
T33000284;2026-04-08T08:09:00+03:00;DR-1046;VH-014;North;Centre;1.24;8.7;10.89;wallet;Direct;1.5
T33000285;2026-06-18T06:26:00+03:00;DR-1061;VH-035;North;Airport;1.91;8.7;8.03;cash;RideGo;1.0
T33000286;2026-02-10T21:39:00+03:00;DR-1009;VH-033;West;East;2.98;18.7;18.09;card;CityHail;1.5
T33000287;2026-06-25T09:08:00+03:00;DR-1053;VH-011;Suburbs;East;11.77;48.4;30.49;wallet;RideGo;1.0
T33000288;2026-06-18T08:21:00+03:00;DR-1029;VH-028;Suburbs;Port;3.33;16.7;11.91;CASH;CityHail;1.0
T33000289;2026-03-01T21:40:00+03:00;DR-1033;VH-003;Centre;Suburbs;7.23;29.6;24.0;CASH;RideGo;1.2
T33000290;2026-06-26T16:28:00+03:00;DR-1022;VH-031;Centre;West;7.25;28.0;35.24;Card;RideGo;1.8
T33000291;2026-03-26T05:01:00+03:00;DR-1051;VH-029;East;West;6.9;31.8;36.43;cash;RideGo;1.8
T33000292;2026-06-08T02:22:00+03:00;DR-1026;VH-028;Suburbs;East;2.3;11.4;9.24;Card;CityHail;1.0
T33000293;2026-04-16T11:38:00+03:00;DR-1006;VH-017;Airport;Suburbs;2.63;16.4;13.22;cash;CityHail;1.2
T33000294;2026-05-29T17:01:00+03:00;DR-1047;VH-002;Port;West;3.3;19.6;15.22;Card;RideGo;1.2
T33000295;2026-03-07T06:01:00+03:00;DR-1031;VH-035;West;Suburbs;10.22;41.5;40.16;cash;RideGo;1.5
T33000296;2026-06-27T07:07:00+03:00;DR-1043;VH-002;Suburbs;Port;5.74;29.9;18.37;cash;CityHail;1.0
T33000297;2026-02-25T20:00:00+03:00;DR-1017;VH-031;West;Port;5.87;25.2;30.98;cash;RideGo;1.8
T33000298;2026-03-18T07:02:00+03:00;DR-1062;VH-024;West;West;4.16;12.5;17.52;wallet;RideGo;1.5
T33000299;2026-06-13T07:49:00+03:00;DR-1033;VH-001;West;North;13.19;47.8;31.95;cash;CityHail;1.0
T33000300;2026-01-22T01:57:00+03:00;DR-1036;VH-018;Airport;West;11.82;57.3;33.04;Card;RideGo;1.0
T33000301;2026-01-12T17:04:00+03:00;DR-1031;VH-001;Suburbs;Suburbs;8.11;26.3;20.09;Card;Direct;1.0
T33000302;2026-03-11T15:06:00+03:00;DR-1005;VH-033;East;Centre;6.23;20.3;16.25;cash;RideGo;1.0
T33000303;2026-06-01T17:35:00+03:00;DR-1044;VH-040;North;West;5.08;19.1;14.59;Card;RideGo;1.0
T33000304;2026-01-25T03:15:00+03:00;DR-1025;VH-034;Airport;Airport;1.28;7.3;8.3;cash;CityHail;1.2
T33000305;2026-02-13T13:00:00+03:00;DR-1020;VH-005;Centre;East;17.78;70.2;43.5;cash;Direct;1.0
T33000306;2026-06-23T19:18:00+03:00;DR-1044;VH-036;North;Suburbs;5.28;22.3;18.86;wallet;CityHail;1.2
T33000307;2026-05-23T21:06:00+03:00;DR-1056;VH-021;Suburbs;Airport;6.32;26.3;18.03;wallet;RideGo;1.0
T33000308;2026-03-06T14:01:00+03:00;DR-1020;VH-017;Suburbs;West;9.89;48.7;28.41;CASH;RideGo;1.0
T33000309;2026-02-09T11:24:00+03:00;DR-1040;VH-011;Airport;West;13.16;57.8;34.72;wallet;Direct;1.0
T33000310;2026-02-28T03:51:00+03:00;DR-1062;VH-015;Centre;Centre;12.05;34.0;32.14;wallet;RideGo;1.2
T33000311;2026-03-27T20:10:00+03:00;DR-1032;VH-017;Port;North;4.2;19.3;13.63;cash;CityHail;1.0
T33000312;2026-02-24T05:58:00+03:00;DR-1012;VH-023;North;Port;14.24;52.8;51.84;CASH;CityHail;1.5
T33000313;2026-02-25T02:04:00+03:00;DR-1040;VH-011;East;East;2.63;15.2;10.68;CASH;CityHail;1.0
T33000314;2026-04-01T18:50:00+03:00;DR-1006;VH-033;West;North;9.4;38.2;44.84;cash;RideGo;1.8
T33000315;2026-06-27T04:39:00+03:00;DR-1062;VH-010;Port;Centre;8.76;28.8;21.54;wallet;RideGo;1.0
T33000316;2026-05-12T03:12:00+03:00;DR-1068;VH-020;Centre;Centre;3.41;15.5;11.66;Card;RideGo;1.0
T33000317;2026-03-15T07:30:00+03:00;DR-1047;VH-013;North;Suburbs;5.8;29.6;18.36;card;CityHail;1.0
T33000318;2026-01-23T04:28:00+03:00;DR-1010;VH-011;North;Port;5.19;27.2;16.98;cash;Direct;1.0
T33000319;2026-06-01T21:15:00+03:00;DR-1029;VH-012;West;West;6.08;28.2;21.95;card;CityHail;1.2
T33000320;2026-05-02T18:35:00+03:00;DR-1005;VH-021;West;Centre;3.01;14.5;16.38;card;CityHail;1.5
T33000321;2026-02-19T13:10:00+03:00;DR-9321;VH-004;Suburbs;Centre;7.07;29.4;19.76;wallet;RideGo;1.0
T33000322;2026-06-20T19:42:00+03:00;DR-1004;VH-027;Suburbs;Suburbs;3.73;22.4;13.96;wallet;Direct;1.0
T33000323;2026-05-11T14:19:00+03:00;DR-1032;VH-012;West;North;4.06;16.0;12.55;wallet;CityHail;1.0
T33000324;2026-02-18T09:31:00+03:00;DR-1013;VH-005;North;-;9.59;39.9;30.72;wallet;RideGo;1.2
T33000325;2026-05-19T16:26:00+03:00;DR-1024;VH-012;Airport;East;8.37;37.3;35.2;wallet;Direct;1.5
T33000326;2026-04-04T12:35:00+03:00;DR-1049;VH-019;Suburbs;East;7.47;35.7;21.99;CASH;CityHail;1.0
T33000327;2026-06-15T12:21:00+03:00;DR-1006;VH-013;East;East;1.04;5.9;6.25;Card;CityHail;1.0
T33000328;2026-04-21T00:28:00+03:00;DR-1006;VH-014;North;Suburbs;7.16;21.9;26.66;wallet;RideGo;1.5
T33000329;2026-03-19T21:33:00+03:00;DR-1021;VH-028;East;Airport;18.67;69.2;44.25;CASH;Direct;1.0
T33000330;2026-02-21T23:25:00+03:00;DR-1032;VH-019;Centre;West;10.62;48.3;29.14;wallet;RideGo;1.0
T33000331;2026-06-29T18:06:00+03:00;DR-1022;VH-014;West;Centre;23.96;84.3;65.47;cash;RideGo;1.2
T33000332;2026-04-06T04:24:00+03:00;DR-1046;VH-031;Suburbs;Centre;5.62;18.0;17.88;wallet;Direct;1.2
T33000333;2026-05-17T15:43:00+03:00;DR-1010;VH-019;North;West;4.63;16.7;13.4;Card;RideGo;1.0
T33000334;2026-03-27T07:54:00+03:00;DR-1001;VH-026;Suburbs;Airport;13.36;45.7;31.56;Card;RideGo;1.0
T33000335;2026-04-29T11:30:00+03:00;DR-1015;VH-011;Airport;West;1.27;7.6;10.48;card;CityHail;1.5
T33000336;2026-05-24T08:22:00+03:00;DR-1067;VH-030;West;Port;11.87;31.5;25.87;CASH;RideGo;1.0
T33000337;2026-05-13T10:42:00+03:00;DR-1016;VH-029;Centre;North;1.32;10.4;7.83;card;CityHail;1.0
T33000338;2026-04-02T21:27:00+03:00;DR-1025;VH-034;Airport;West;6.82;25.2;18.3;CASH;Direct;1.0
T33000339;2026-05-26T15:51:00+03:00;DR-1015;VH-039;Port;West;11.7;48.8;30.52;wallet;RideGo;1.0
T33000340;2026-02-19T15:03:00+03:00;DR-1030;VH-016;Centre;West;3.66;19.5;13.07;card;Direct;1.0
T33000341;2026-02-05T11:16:00+03:00;DR-1015;VH-042;Suburbs;Centre;5.22;26.7;20.26;card;RideGo;1.2
T33000342;2026-02-10T17:11:00+03:00;DR-1007;VH-026;West;North;9.58;36.1;36.78;cash;RideGo;1.5
T33000343;2026-05-25T15:29:00+03:00;DR-1040;VH-012;Airport;North;2.49;13.2;9.96;card;Direct;1.0
T33000344;2026-02-15T01:03:00+03:00;DR-1027;VH-033;East;Airport;4.31;17.9;13.37;card;RideGo;1.0
T33000345;2026-04-02T05:20:00+03:00;DR-1057;VH-008;West;Airport;6.88;37.2;32.6;wallet;RideGo;1.5
T33000346;2026-06-01T20:13:00+03:00;DR-1050;VH-014;Suburbs;West;4.5;23.6;27.32;cash;Direct;1.8
T33000347;2026-06-05T16:35:00+03:00;DR-1028;VH-042;North;Airport;5.62;25.1;20.27;CASH;CityHail;1.2
T33000348;2026-03-09T13:30:00+03:00;DR-1056;VH-027;Airport;West;0.95;9.1;7.04;wallet;RideGo;1.0
T33000349;2026-06-20T08:10:00+03:00;DR-1039;VH-008;Suburbs;West;7.65;37.1;22.59;Card;RideGo;1.0
T33000350;2026-01-04T08:03:00+03:00;DR-1063;VH-020;East;West;4.49;20.8;21.58;Card;CityHail;1.5
T33000351;2026-03-27T13:44:00+03:00;DR-1001;VH-009;Port;Centre;10.64;32.2;24.65;cash;RideGo;1.0
T33000352;2026-04-23T23:10:00+03:00;DR-1029;VH-031;Airport;Port;1.77;8.2;11.6;cash;RideGo;1.5
T33000353;2026-05-04T16:50:00+03:00;DR-1057;VH-004;Port;Centre;4.27;19.1;16.39;card;CityHail;1.2
T33000354;2026-05-26T13:07:00+03:00;DR-1044;VH-002;North;West;4.33;17.8;13.36;wallet;CityHail;1.0
T33000355;2026-04-30T13:58:00+03:00;DR-1023;VH-004;East;Suburbs;4.49;14.9;15.29;cash;RideGo;1.2
T33000356;2026-06-17T14:51:00+03:00;DR-1058;VH-023;Centre;Airport;8.91;29.6;39.47;Card;Direct;1.8
T33000357;2026-02-20T22:00:00+03:00;DR-1034;VH-037;Airport;Airport;6.39;21.3;30.08;cash;RideGo;1.8
T33000358;2026-02-03T16:28:00+03:00;DR-9358;VH-005;North;North;4.51;19.1;25.07;cash;RideGo;1.8
T33000359;2026-03-21T10:16:00+03:00;DR-1011;VH-018;Airport;Airport;4.32;22.0;21.8;wallet;CityHail;1.5
T33000360;2026-05-20T05:49:00+03:00;DR-1061;VH-002;Airport;Suburbs;8.57;37.5;28.51;CASH;RideGo;1.2
T33000361;2026-06-12T03:31:00+03:00;DR-1015;VH-016;Airport;Centre;5.41;25.3;16.71;wallet;RideGo;1.0
T33000362;2026-03-21T15:48:00+03:00;DR-1009;VH-022;Suburbs;Airport;1.78;9.0;7.97;CASH;CityHail;1.0
T33000363;2026-06-30T22:01:00+03:00;DR-1048;VH-006;North;Centre;5.37;15.9;14.03;CASH;Direct;1.0
T33000364;2026-04-24T05:52:00+03:00;DR-1030;VH-032;West;North;3.75;15.4;21.64;wallet;CityHail;1.8
T33000365;2026-02-12T08:35:00+03:00;DR-1008;VH-019;West;Airport;2.83;11.3;9.82;card;RideGo;1.0
T33000366;2026-04-04T03:35:00+03:00;DR-1014;VH-040;West;Suburbs;5.43;21.6;18.83;Card;RideGo;1.2
T33000367;2026-05-02T07:02:00+03:00;DR-1034;VH-002;Port;Airport;2.44;15.8;10.63;wallet;RideGo;1.0
T33000368;2026-03-04T19:44:00+03:00;DR-1002;VH-015;East;Centre;4.25;20.4;21.0;Card;CityHail;1.5
T33000369;2026-01-11T11:12:00+03:00;DR-1036;VH-018;Centre;Airport;18.69;66.5;78.32;card;RideGo;1.8
T33000370;2026-03-24T14:13:00+03:00;DR-1012;VH-036;North;Port;6.31;31.1;19.36;CASH;Direct;1.0
T33000371;2026-02-09T11:49:00+03:00;DR-1013;VH-018;Airport;Suburbs;5.08;20.4;22.42;CASH;RideGo;1.5
T33000372;2026-05-26T10:33:00+03:00;DR-1009;VH-015;Port;East;9.12;46.3;48.33;Card;RideGo;1.8
T33000373;2026-02-16T16:55:00+03:00;DR-1054;VH-010;East;Centre;7.1;32.4;20.64;card;RideGo;1.0
T33000374;2026-02-10T04:51:00+03:00;DR-1010;VH-021;Centre;Airport;3.37;16.2;11.81;wallet;CityHail;1.0
T33000375;2026-06-16T11:20:00+03:00;DR-1067;VH-025;Suburbs;North;9.12;39.3;24.89;wallet;RideGo;1.0
T33000376;2026-01-24T07:11:00+03:00;DR-1050;VH-011;Airport;West;3.26;17.1;11.94;cash;RideGo;1.0
T33000377;2026-01-01T03:54:00+03:00;DR-1065;VH-011;North;East;1.66;10.2;8.16;card;Direct;1.0
T33000378;2026-04-07T14:59:00+03:00;DR-1011;VH-032;North;Port;8.27;28.5;20.89;wallet;RideGo;1.0
T33000379;2026-03-27T07:40:00+03:00;DR-1064;VH-025;North;West;14.53;43.7;48.53;Card;RideGo;1.5
T33000380;2026-06-05T08:48:00+03:00;DR-1025;VH-031;Centre;Port;10.96;49.6;35.87;card;CityHail;1.2
T33000381;2026-02-02T05:24:00+03:00;DR-1062;VH-038;Centre;Port;5.07;19.7;14.75;card;RideGo;1.0
T33000382;2026-05-10T04:57:00+03:00;DR-1057;VH-020;West;West;1.58;6.2;8.34;wallet;RideGo;1.2
T33000383;2026-03-22T06:33:00+03:00;DR-1053;VH-031;Airport;East;4.13;16.6;23.04;card;CityHail;1.8
T33000384;2026-03-21T04:58:00+03:00;DR-1061;VH-020;West;East;5.71;21.4;15.96;Card;CityHail;1.0
T33000385;2026-04-13T02:17:00+03:00;DR-1049;VH-019;West;Centre;3.58;18.6;12.73;wallet;Direct;1.0
T33000386;2026-02-16T05:15:00+03:00;DR-1060;VH-021;Port;East;9.75;44.9;27.18;Card;RideGo;1.0
T33000387;2026-06-25T19:57:00+03:00;DR-1016;VH-022;Airport;Suburbs;9.94;28.0;22.67;cash;CityHail;1.0
T33000388;2026-03-06T13:35:00+03:00;DR-1029;VH-038;Port;Suburbs;8.17;34.9;22.57;Card;RideGo;1.0
T33000389;2026-03-22T06:14:00+03:00;DR-1018;VH-037;West;Airport;5.85;18.8;18.47;Card;CityHail;1.2
T33000390;2026-04-23T14:38:00+03:00;DR-1026;VH-020;Centre;West;1.86;8.9;8.03;Card;CityHail;1.0
T33000391;2026-05-08T00:19:00+03:00;DR-1010;VH-003;Port;Centre;1.89;9.6;12.39;CASH;RideGo;1.5
T33000392;2026-04-11T16:59:00+03:00;DR-1066;VH-004;Centre;Suburbs;9.24;28.0;39.37;Card;Direct;1.8
T33000393;2026-06-15T09:25:00+03:00;DR-1013;VH-007;Suburbs;Airport;5.79;23.2;16.55;wallet;CityHail;1.0
T33000394;2026-03-30T23:02:00+03:00;DR-1063;VH-002;East;West;3.16;10.5;9.97;card;CityHail;1.0
T33000395;2026-02-10T12:25:00+03:00;DR-1017;VH-012;East;North;6.86;23.5;32.17;cash;RideGo;1.8
T33000396;2026-01-16T11:04:00+03:00;DR-1019;VH-005;Suburbs;Port;8.33;34.1;22.53;card;RideGo;1.0
T33000397;2026-01-04T08:34:00+03:00;DR-1022;VH-039;North;Airport;4.24;23.3;14.8;card;Direct;1.0
T33000398;2026-05-07T18:51:00+03:00;DR-1063;VH-039;Port;Suburbs;3.15;16.2;20.81;CASH;CityHail;1.8
T33000399;2026-05-15T01:33:00+03:00;DR-1068;VH-038;East;East;5.32;19.3;14.92;card;RideGo;1.0
T33000400;2026-02-27T13:22:00+03:00;DR-1002;VH-027;Airport;East;5.37;18.2;14.67;Card;CityHail;1.0
T33000401;2026-01-17T05:16:00+03:00;DR-1064;VH-035;East;North;1.98;11.1;10.54;Card;Direct;1.2
T33000402;2026-06-11T12:22:00+03:00;DR-1050;VH-026;West;Centre;6.85;29.0;23.28;wallet;CityHail;1.2
T33000403;2026-05-23T17:51:00+03:00;DR-1035;VH-008;Port;West;5.1;17.4;21.21;cash;RideGo;1.5
T33000404;2026-05-15T14:19:00+03:00;DR-1062;VH-029;North;Centre;3.13;14.8;11.14;card;Direct;1.0
T33000405;2026-01-11T19:46:00+03:00;DR-1047;VH-007;Airport;West;3.92;20.7;13.7;card;Direct;1.0
T33000406;2026-05-22T23:05:00+03:00;DR-1021;VH-033;North;Centre;5.04;16.8;20.85;Card;Direct;1.5
T33000407;2026-01-10T16:12:00+03:00;DR-1016;VH-027;Centre;Port;2.05;12.1;16.47;cash;CityHail;1.8
T33000408;2026-02-18T14:28:00+03:00;DR-1040;VH-011;West;Suburbs;5.91;19.1;27.97;wallet;RideGo;1.8
T33000409;2026-03-16T16:43:00+03:00;DR-1001;VH-017;Port;Airport;9.32;40.9;25.57;card;CityHail;1.0
T33000410;2026-01-05T22:21:00+03:00;DR-1040;VH-018;Airport;North;7.82;38.6;23.2;card;Direct;1.0
T33000411;2026-05-12T16:25:00+03:00;DR-1004;VH-042;Airport;Centre;6.51;19.7;16.4;CASH;RideGo;1.0
T33000412;2026-02-20T20:27:00+03:00;DR-1065;VH-006;North;Airport;3.73;16.7;12.37;cash;CityHail;1.0
T33000413;2026-03-24T18:16:00+03:00;DR-1015;VH-003;North;Centre;3.81;19.4;15.85;card;CityHail;1.2
T33000414;2026-01-22T19:34:00+03:00;DR-1017;VH-008;Suburbs;East;3.84;12.7;11.37;Card;RideGo;1.0
T33000415;2026-03-13T17:56:00+03:00;DR-1032;VH-040;West;Port;8.94;31.2;40.36;CASH;CityHail;1.8
T33000416;2026-04-03T10:24:00+03:00;DR-1021;VH-020;Port;Port;5.34;14.7;13.66;Card;RideGo;1.0
T33000417;2026-06-07T23:19:00+03:00;DR-1044;VH-036;Centre;West;1.43;7.8;7.23;card;CityHail;1.0
T33000418;2026-03-25T14:47:00+03:00;DR-1024;VH-018;Suburbs;Suburbs;3.25;13.2;19.49;wallet;Direct;1.8
T33000419;2026-05-10T00:09:00+03:00;DR-1041;VH-037;Port;East;5.57;25.5;16.95;cash;RideGo;1.0
T33000420;2026-04-24T05:56:00+03:00;DR-1008;VH-006;East;Centre;3.38;17.4;12.16;card;CityHail;1.0
T33000421;2026-03-23T14:28:00+03:00;DR-1027;VH-036;Suburbs;North;4.99;20.2;17.75;CASH;Direct;1.2
T33000422;2026-04-22T10:29:00+03:00;DR-1049;VH-026;Centre;Port;16.29;50.3;65.2;cash;RideGo;1.8
T33000423;2026-02-26T15:44:00+03:00;DR-1007;VH-003;West;East;10.96;38.0;26.64;card;RideGo;1.0
T33000424;2026-05-09T07:19:00+03:00;DR-1062;VH-014;Port;North;1.79;9.9;8.23;cash;CityHail;1.0
T33000425;2026-06-20T07:28:00+03:00;DR-1026;VH-022;North;West;5.04;24.5;16.06;cash;RideGo;1.0
T33000426;2026-03-13T01:27:00+03:00;DR-1025;VH-018;Suburbs;Airport;1.5;6.1;12.29;Card;CityHail;1.8
T33000427;2026-05-23T08:05:00+03:00;DR-1014;VH-034;Port;Suburbs;4.23;18.7;13.5;Card;RideGo;1.0
T33000428;2026-03-17T01:39:00+03:00;DR-1060;VH-025;East;Airport;7.05;31.9;30.66;wallet;Direct;1.5
T33000429;2026-05-16T23:56:00+03:00;DR-1068;VH-008;East;Centre;1.53;11.4;8.35;CASH;RideGo;1.0
T33000430;2026-04-29T10:38:00+03:00;DR-1014;VH-021;North;Suburbs;2.69;9.7;9.21;card;Direct;1.0
T33000431;2026-03-29T05:29:00+03:00;DR-1037;VH-014;Port;North;10.72;34.3;30.4;wallet;RideGo;1.2
T33000432;2026-06-16T07:38:00+03:00;DR-1049;VH-005;Suburbs;Port;11.58;48.4;30.27;Card;RideGo;1.0
T33000433;2026-05-01T05:17:00+03:00;DR-1034;VH-033;Centre;West;9.2;34.7;42.66;Card;RideGo;1.8
T33000434;2026-05-27T07:51:00+03:00;DR-1046;VH-025;East;West;14.78;60.4;37.31;wallet;RideGo;1.0
T33000435;2026-05-01T20:59:00+03:00;DR-1053;VH-002;Suburbs;-;18.43;80.1;56.42;wallet;RideGo;1.2
T33000436;2026-05-17T21:04:00+03:00;DR-1007;VH-004;Port;East;10.86;38.5;32.0;card;CityHail;1.2
