trip_id,trip_datetime,driver_id,vehicle_id,pickup_zone,dropoff_zone,distance_km,duration_min,fare_eur,payment
T11000268,2025-01-16 09:16:00,DR-1007,VH-009,Suburbs,East,11.65,44.7,"29,31",card
T11000269,2025-03-04 23:34:00,DR-1055,VH-004,Centre,Airport,11.27,38.2,"27,06",Card
T11000270,2025-03-03 11:42:00,DR-1019,VH-001,East,Port,3.45,18.4,"12,52",cash
T11000271,2025-05-09 19:56:00,DR-1049,VH-026,East,Centre,4.13,13.5,"11,93",CASH
T11000272,2025-06-11 20:36:00,DR-1020,VH-031,Airport,Centre,5.71,29.9,"18,34",CASH
T11000273,2025-03-12 09:22:00,DR-1042,VH-003,Port,Airport,1.81,8.9,"7,97",Card
T11000274,2025-03-23 22:39:00,DR-1037,VH-001,Suburbs,Airport,5.93,27.8,"18,00",CASH
T11000275,2025-03-13 19:48:00,DR-1044,VH-027,Centre,North,15.62,53.3,"36,29",cash
T11000276,2025-01-27 02:26:00,DR-1067,VH-021,North,Suburbs,4.2,18.5,"13,41",cash
T11000277,2025-03-23 01:30:00,DR-1061,VH-009,North,East,3.4,16.3,"11,87",card
T11000278,2025-04-19 19:35:00,DR-1056,VH-027,West,Port,10.89,34.8,"25,67",card
T11000279,2025-06-08 10:09:00,DR-1053,VH-005,Suburbs,North,15.13,65.3,"39,08",CASH
T11000280,2025-05-12 14:28:00,DR-1048,VH-008,East,Suburbs,14.19,66.4,"38,31",Card
T11000281,2025-04-24 05:09:00,DR-1014,VH-036,West,Port,2.55,9.0,"8,85",CASH
T11000282,2025-03-01 20:49:00,DR-1063,VH-040,Port,West,3.44,15.9,"11,81",CASH
T11000283,2025-04-11 06:57:00,DR-1052,VH-016,North,West,14.26,68.0,"38,84",CASH
T11000284,2025-06-26 04:41:00,DR-1015,VH-035,West,Centre,7.29,31.6,"20,63",cash
T11000285,2025-04-06 20:19:00,DR-1062,VH-023,Airport,Suburbs,8.68,36.2,"23,52",card
T11000286,2025-03-29 15:38:00,DR-1010,VH-041,West,Port,1.53,6.7,"7,04",wallet
T11000287,2025-04-21 06:30:00,DR-1031,VH-020,Airport,East,5.38,29.9,"17,96",CASH
T11000288,2025-06-15 07:13:00,DR-1007,VH-028,Centre,Suburbs,4.18,17.0,"12,97",wallet
T11000289,2025-04-02 11:22:00,DR-1042,VH-041,Port,Port,9.14,39.0,"24,83",card
T11000290,2025-06-30 21:06:00,DR-1032,VH-037,East,Airport,6.13,21.2,"16,39",card
T11000291,2025-03-25 15:28:00,DR-1048,VH-037,West,North,10.91,45.5,"28,69",cash
T11000292,2025-06-25 06:55:00,DR-1064,VH-011,Centre,East,2.6,14.0,"10,31",CASH
T11000293,2025-02-15 21:57:00,DR-1009,VH-020,Port,Centre,5.98,28.4,"18,23",cash
T11000294,2025-02-16 07:05:00,DR-1053,VH-029,Centre,Airport,3.33,16.9,"11,96",cash
T11000295,2025-06-07 03:35:00,DR-1018,VH-014,Centre,East,15.65,42.0,"33,16",Card
T11000296,2025-03-01 23:38:00,DR-1046,VH-042,East,East,3.44,16.4,"11,95",CASH
T11000297,2025-01-30 18:56:00,DR-1024,VH-015,West,Suburbs,2.62,11.0,"9,49",Card
T11000298,2025-04-13 18:43:00,DR-1040,VH-027,East,Suburbs,3.12,13.2,"10,68",card
T11000299,2025-04-13 19:42:00,DR-1026,VH-028,Centre,Port,14.35,65.7,"38,30",card
T11000300,2025-02-02 17:33:00,DR-1048,VH-004,Airport,East,8.75,40.4,"24,77",card
T11000301,2025-03-23 14:38:00,DR-1057,VH-032,North,North,2.84,12.0,"10,03",Card
T11000302,2025-01-23 05:46:00,DR-1042,VH-015,West,West,1.64,12.8,"8,87",CASH
T11000303,2025-01-04 02:40:00,DR-1047,VH-011,Centre,Suburbs,7.88,32.0,"21,42",card
T11000304,2025-02-05 11:47:00,DR-1063,VH-017,Suburbs,North,10.56,50.0,"29,54",cash
T11000305,2025-06-13 19:15:00,DR-1059,VH-007,Suburbs,East,2.57,10.9,"9,41",wallet
T11000306,2025-02-28 19:46:00,DR-1040,VH-003,Airport,North,5.09,28.0,"17,09",CASH
T11000307,2025-06-28 17:53:00,DR-1045,VH-029,North,Suburbs,2.21,11.5,"9,16",wallet
T11000308,2025-03-14 23:19:00,DR-1025,VH-016,Centre,West,7.06,21.6,"17,57",cash
T11000309,2025-01-29 13:09:00,DR-1029,VH-018,North,West,2.47,15.8,"10,66",cash
T11000310,2025-01-08 05:22:00,DR-1060,VH-008,North,East,13.27,63.6,"36,47",cash
T11000311,2025-03-07 00:06:00,DR-1001,VH-001,Suburbs,Airport,12.56,48.2,"31,34",cash
T11000312,2025-01-22 03:45:00,DR-1009,VH-040,West,Port,12.91,55.6,"33,81",cash
T11000313,2025-01-04 07:55:00,DR-1043,VH-034,Airport,West,3.76,15.0,"11,92",Card
T11000314,2025-03-08 08:44:00,DR-1033,VH-004,Suburbs,Airport,6.5,26.4,"18,27",Card
T11000315,2025-04-24 05:27:00,DR-1022,VH-031,Suburbs,Centre,2.28,10.8,"9,05",Card
T11000316,2025-03-31 17:24:00,DR-1007,VH-037,Port,Suburbs,4.26,18.9,"13,59",wallet
T11000317,2025-05-26 10:22:00,DR-1056,VH-039,West,Suburbs,2.06,10.2,"8,62",wallet
T11000318,2025-03-01 12:28:00,DR-1046,VH-002,North,North,8.48,43.0,"25,19",CASH
T11000319,2025-01-18 09:17:00,DR-1008,VH-009,Suburbs,North,4.38,16.0,"12,92",card
T11000320,2025-03-31 05:52:00,DR-1011,VH-036,West,West,7.77,30.7,"20,93",wallet
T11000321,2025-02-25 12:19:00,DR-1006,VH-004,Airport,West,9.0,42.2,"25,57",cash
T11000322,2025-04-15 13:22:00,DR-1066,VH-023,Port,East,7.07,23.2,"18,03",card
T11000323,2025-03-02 16:19:00,DR-1068,VH-038,Suburbs,Airport,3.03,13.2,"10,58",card
T11000324,2025-03-24 19:01:00,DR-1065,VH-028,Port,Suburbs,3.78,17.7,"12,70",wallet
T11000325,2025-01-03 11:00:00,DR-1044,VH-002,Suburbs,North,7.81,32.9,"21,59",wallet
T11000326,2025-04-12 01:12:00,DR-1058,VH-018,Suburbs,Port,1.15,9.3,"7,33",cash
T11000327,2025-06-06 12:38:00,DR-1036,VH-029,Centre,Suburbs,8.4,30.3,"21,54",Card
T11000328,2025-02-06 17:09:00,DR-1013,VH-042,East,Airport,3.32,15.4,"11,53",Card
T11000329,2025-06-23 01:13:00,DR-1038,VH-014,Airport,Centre,3.22,16.1,"11,61",wallet
T11000330,2025-06-15 22:12:00,DR-1061,VH-030,Suburbs,East,18.18,66.7,"42,98",CASH
T11000331,2025-02-13 23:31:00,DR-1028,VH-040,West,East,3.15,14.8,"11,17",Card
T11000332,2025-05-06 16:35:00,DR-1060,VH-025,East,North,2.05,9.5,"8,42",cash
T11000333,2025-05-25 03:14:00,DR-1058,VH-036,East,Suburbs,2.37,13.4,"9,88",CASH
T11000334,2025-01-28 11:01:00,DR-1028,VH-038,East,Suburbs,4.81,22.4,"15,20",card
T11000335,2025-01-09 07:17:00,DR-1044,VH-004,Airport,North,7.11,24.0,"18,30",CASH
T11000336,2025-05-29 23:18:00,DR-1055,VH-016,Airport,Centre,3.64,17.1,"12,37",wallet
T11000337,2025-06-13 20:34:00,DR-1064,VH-001,Centre,North,5.43,22.8,"16,03",wallet
T11000338,2025-04-05 18:06:00,DR-1015,VH-022,East,Port,7.78,35.5,"22,29",card
T11000339,2025-06-13 04:19:00,DR-1049,VH-030,West,Centre,5.25,26.7,"16,91",wallet
T11000340,2025-06-04 23:06:00,DR-1035,VH-011,West,Suburbs,2.83,10.4,"9,57",Card
T11000341,2025-03-23 21:09:00,DR-1027,VH-014,North,Suburbs,3.19,16.6,"11,72",cash
T11000342,2025-03-31 12:01:00,DR-1056,VH-030,North,East,1.29,8.7,"7,32",cash
T11000343,2025-04-18 10:41:00,DR-1063,VH-016,North,Centre,7.61,27.4,"19,82",CASH
T11000344,2025-06-01 16:55:00,DR-1009,VH-012,East,West,4.71,24.6,"15,70",wallet
T11000345,2025-01-08 20:38:00,DR-1021,VH-001,West,Centre,1.81,10.3,"8,37",CASH
T11000346,2025-06-22 22:35:00,DR-1060,VH-023,Airport,Centre,3.41,13.0,"10,96",card
T11000347,2025-05-02 13:58:00,DR-1033,VH-014,West,East,3.68,16.5,"12,25",cash
T11000348,2025-02-01 12:51:00,DR-1022,VH-028,Centre,East,3.46,17.2,"12,20",wallet
T11000349,2025-05-27 09:08:00,DR-1008,VH-021,West,Centre,5.55,26.2,"17,12",cash
T11000350,2025-03-01 21:17:00,DR-1048,VH-012,Airport,West,5.7,20.7,"15,75",cash
T11000351,2025-03-20 04:52:00,DR-1004,VH-008,East,East,6.55,23.0,"17,37",Card
T11000352,2025-03-28 07:05:00,DR-1063,VH-015,Port,Airport,6.21,31.5,"19,36",wallet
T11000353,2025-04-24 10:50:00,DR-1042,VH-010,East,Airport,7.47,33.2,"21,29",CASH
T11000354,2025-06-22 17:07:00,DR-1014,VH-032,Port,Port,14.04,54.6,"34,83",cash
T11000355,2025-04-23 20:58:00,DR-1011,VH-037,Centre,East,3.09,16.3,"11,52",cash
T11000356,2025-02-27 02:12:00,DR-1035,VH-011,West,Suburbs,3.75,18.6,"12,92",CASH
T11000357,2025-01-19 14:33:00,DR-1039,VH-025,Airport,West,4.13,15.1,"12,38",card
T11000358,2025-03-24 22:10:00,DR-1041,VH-020,Centre,East,5.59,20.3,"15,51",card
T11000359,2025-05-05 23:18:00,DR-1012,VH-021,North,Suburbs,6.54,24.7,"17,84",wallet
T11000360,2025-04-08 02:21:00,DR-1062,VH-026,Centre,,13.89,52.5,"34,07",wallet
T11000361,2025-03-23 17:28:00,DR-1052,VH-001,Airport,Port,3.78,17.7,"12,70",CASH
T11000362,2025-05-24 11:11:00,DR-1010,VH-009,Airport,Suburbs,5.08,19.7,"14,76",wallet
T11000363,2025-04-23 03:16:00,DR-1001,VH-012,North,Airport,7.71,32.5,"21,37",card
T11000364,2025-06-10 21:49:00,DR-1030,VH-041,North,Port,3.83,19.1,"13,15",CASH
T11000365,2025-02-22 16:06:00,DR-1054,VH-040,West,Suburbs,5.14,24.2,"16,09",wallet
T11000366,2025-05-19 08:10:00,DR-1032,VH-002,Suburbs,North,4.69,25.8,"16,02",CASH
T11000367,2025-06-19 11:09:00,DR-1053,VH-041,Port,Suburbs,2.68,14.2,"10,46",Card
T11000368,2025-05-02 06:40:00,DR-1025,VH-018,East,Port,6.59,35.4,"20,89",cash
T11000369,2025-06-17 08:20:00,DR-1001,VH-024,East,East,20.99,98.7,"55,17",CASH
T11000370,2025-02-03 20:21:00,DR-1018,VH-022,West,Centre,18.62,68.2,"43,91",Card
T11000371,2025-01-09 10:53:00,DR-1037,VH-003,Port,North,2.25,11.1,"9,10",cash
T11000372,2025-01-21 05:56:00,DR-1042,VH-009,Airport,North,9.19,35.4,"23,88",CASH
T11000373,2025-02-02 02:44:00,DR-1010,VH-026,North,East,14.13,51.0,"33,93",CASH
T11000374,2025-01-14 23:51:00,DR-1055,VH-021,West,Centre,1.97,6.5,"7,49",CASH
T11000375,2025-06-23 16:45:00,DR-1019,VH-018,Airport,West,2.57,12.1,"9,74",Card
T11000376,2025-01-23 21:55:00,DR-1035,VH-037,Airport,West,6.8,27.0,"18,78",cash
T11000377,2025-06-28 14:33:00,DR-1054,VH-033,East,East,5.45,25.9,"16,92",CASH
T11000378,2025-02-02 03:37:00,DR-1029,VH-026,East,East,5.39,25.1,"16,63",Card
T11000379,2025-06-03 17:23:00,DR-1003,VH-028,West,East,11.9,41.7,"28,76",card
T11000380,2025-04-25 07:01:00,DR-1018,VH-022,West,East,14.17,47.6,"33,02",card
T11000381,2025-04-01 22:02:00,DR-1021,VH-013,Suburbs,West,2.75,10.2,"9,42",Card
T11000382,2025-02-17 00:23:00,DR-1034,VH-002,Port,North,5.26,21.9,"15,58",Card
T11000383,2025-02-17 03:35:00,DR-1024,VH-023,Centre,West,2.23,10.0,"8,76",card
T11000384,2025-06-04 17:52:00,DR-1009,VH-021,North,Suburbs,5.17,20.9,"15,20",cash
T11000385,2025-06-23 19:49:00,DR-1003,VH-041,Airport,Centre,6.05,27.6,"18,09",wallet
T11000386,2025-01-13 22:04:00,DR-1048,VH-023,West,Suburbs,4.61,19.3,"14,11",wallet
T11000387,2025-04-26 23:44:00,DR-1061,VH-024,East,Port,4.13,19.5,"13,61",card
T11000388,2025-05-13 14:17:00,DR-1028,VH-024,Centre,Centre,14.36,60.4,"36,83",Card
T11000389,2025-01-15 15:03:00,DR-1063,VH-040,Airport,North,3.09,11.9,"10,29",CASH
T11000390,2025-04-05 18:10:00,DR-1039,VH-010,East,Centre,9.44,37.1,"24,64",card
T11000391,2025-02-06 21:47:00,DR-1034,VH-004,West,West,1.2,8.2,"7,08",cash
T11000392,2025-05-10 11:56:00,DR-1062,VH-013,Suburbs,Airport,10.76,30.0,"24,17",card
T11000393,2025-01-02 06:33:00,DR-1003,VH-038,Suburbs,West,15.88,53.0,"36,50",cash
T11000394,2025-01-08 10:31:00,DR-1010,VH-038,Airport,Centre,13.0,48.5,"31,93",wallet
T11000395,2025-01-14 04:15:00,DR-1005,VH-031,Centre,Suburbs,3.61,15.4,"11,86",cash
T11000396,2025-06-23 07:38:00,DR-1051,VH-011,Suburbs,West,5.79,17.2,"14,87",cash
T11000397,2025-03-04 07:42:00,DR-1018,VH-004,Centre,North,7.99,40.7,"23,98",Card
T11000398,2025-05-29 04:09:00,DR-1022,VH-006,North,North,7.0,24.3,"18,25",card
T11000399,2025-03-22 11:36:00,DR-1006,VH-019,Suburbs,Airport,4.38,18.3,"13,56",wallet
T11000400,2025-05-03 22:53:00,DR-1046,VH-004,West,Suburbs,10.67,46.6,"28,72",card
T11000401,2025-01-21 05:04:00,DR-1049,VH-021,Port,West,4.29,15.2,"12,59",CASH
T11000402,2025-06-21 04:38:00,DR-1005,VH-033,Port,East,4.67,21.0,"14,65",CASH
T11000403,2025-02-09 04:09:00,DR-1064,VH-039,Centre,North,3.88,13.9,"11,75",Card
T11000404,2025-06-22 01:52:00,DR-1060,VH-022,Suburbs,North,4.47,15.2,"12,80",wallet
T11000405,2025-02-07 00:13:00,DR-1027,VH-008,East,East,8.97,42.4,"25,59",cash
T11000406,2025-03-06 11:35:00,DR-1049,VH-030,North,Airport,5.8,24.1,"16,82",CASH
T11000407,2025-04-28 13:21:00,DR-1067,VH-002,East,East,8.74,32.0,"22,41",card
T11000408,2025-02-26 04:24:00,DR-1038,VH-016,North,Airport,1.48,9.1,"7,65",CASH
T11000409,2025-01-18 10:15:00,DR-1037,VH-030,Airport,Airport,5.57,18.5,"14,99",Card
T11000410,2025-04-24 04:34:00,DR-1043,VH-041,Airport,West,1.18,10.4,"7,67",wallet
T11000411,2025-03-29 10:52:00,DR-1005,VH-039,Centre,Port,7.15,34.3,"21,23",cash
T11000412,2025-03-16 17:06:00,DR-1020,VH-017,North,Suburbs,1.29,5.7,"6,48",card
T11000413,2025-02-06 14:02:00,DR-1016,VH-037,Suburbs,Suburbs,3.68,18.5,"12,81",wallet
T11000414,2025-06-24 01:40:00,DR-1024,VH-017,Suburbs,Suburbs,5.55,24.7,"16,70",wallet
T11000415,2025-03-20 18:21:00,DR-1037,VH-005,Centre,North,1.74,10.7,"8,40",card
T11000416,2025-06-26 16:03:00,DR-1063,VH-034,West,Suburbs,2.3,14.7,"10,16",CASH
T11000417,2025-01-16 07:15:00,DR-1066,VH-010,Centre,Airport,2.18,12.8,"9,49",card
T11000418,2025-06-07 16:47:00,DR-1023,VH-002,Port,Airport,2.62,10.3,"9,30",wallet
T11000419,2025-04-13 03:31:00,DR-1067,VH-011,Centre,East,15.3,46.3,"33,96",Card
T11000420,2025-05-03 21:22:00,DR-1061,VH-017,East,Airport,14.52,40.4,"31,41",cash
T11000421,2025-01-21 06:11:00,DR-1043,VH-013,Airport,North,3.86,21.0,"13,72",CASH
T11000422,2025-02-27 13:38:00,DR-1058,VH-002,Airport,North,3.88,13.8,"11,73",CASH
T11000423,2025-04-13 00:58:00,DR-1009,VH-008,Airport,Suburbs,5.95,24.5,"17,10",wallet
T11000424,2025-02-20 23:01:00,DR-1041,VH-002,Port,Centre,1.84,10.7,"8,51",card
T11000425,2025-04-17 16:45:00,DR-1007,VH-030,Centre,West,9.75,37.5,"25,11",CASH
T11000426,2025-05-30 16:12:00,DR-1014,VH-001,Suburbs,Suburbs,4.82,21.1,"14,85",wallet
T11000427,2025-01-25 15:36:00,DR-1061,VH-030,Port,Centre,9.96,37.8,"25,44",cash
T11000428,2025-03-29 07:07:00,DR-1053,VH-020,Airport,West,16.06,50.6,"36,04",Card
T11000429,2025-03-06 08:09:00,DR-1022,VH-039,Suburbs,Suburbs,9.69,34.4,"24,18",card
T11000430,2025-01-07 00:37:00,DR-1050,VH-036,Centre,Suburbs,4.75,20.5,"14,60",cash
T11000431,2025-06-04 15:43:00,DR-1002,VH-023,West,East,1.79,7.0,"7,42",wallet
T11000432,2025-02-23 18:45:00,DR-1048,VH-014,Suburbs,Airport,17.03,48.5,"36,56",card
T11000433,2025-02-22 00:25:00,DR-1059,VH-002,East,Airport,5.8,17.6,"15,00",wallet
T11000434,2025-06-10 04:15:00,DR-1005,VH-016,Suburbs,Centre,20.89,97.9,"54,84",Card
T11000435,2025-04-19 06:50:00,DR-1013,VH-035,Port,Port,17.27,62.7,"40,82",Card
T11000436,2025-03-19 18:11:00,DR-1049,VH-041,Centre,Suburbs,3.49,19.7,"12,93",cash
T11000437,2025-06-19 08:15:00,DR-1036,VH-010,Suburbs,West,6.23,25.9,"17,82",wallet
T11000438,2025-03-19 16:18:00,DR-1056,VH-001,Port,Port,3.22,12.9,"10,72",card
T11000439,2025-01-23 19:32:00,DR-1040,VH-020,East,West,1.33,8.6,"7,34",wallet
T11000440,2025-06-18 02:45:00,DR-1031,VH-035,Suburbs,North,2.63,11.6,"9,67",CASH
T11000441,2025-04-08 18:32:00,DR-1028,VH-014,West,Port,2.01,9.3,"8,32",card
T11000442,2025-01-15 08:27:00,DR-1058,VH-001,Centre,Airport,7.5,27.7,"19,78",card
T11000443,2025-03-05 07:42:00,DR-1014,VH-024,Centre,West,4.33,16.4,"12,97",CASH
T11000444,2025-01-19 11:57:00,DR-1003,VH-027,Port,North,11.13,55.4,"31,71",CASH
T11000445,2025-03-15 01:06:00,DR-1003,VH-007,Centre,Airport,6.2,18.3,"15,65",cash
T11000446,2025-06-22 06:16:00,DR-1034,VH-032,West,Airport,2.3,12.2,"9,46",Card
T11000447,2025-06-03 05:58:00,DR-1048,VH-030,Port,Suburbs,2.9,15.9,"11,19",wallet
T11000448,2025-01-24 08:28:00,DR-1068,VH-019,Centre,East,4.94,20.1,"14,71",Card
T11000449,2025-06-07 13:52:00,DR-1019,VH-029,Suburbs,Centre,5.48,27.4,"17,37",card
T11000450,2025-06-21 05:44:00,DR-1023,VH-001,Centre,East,6.58,24.7,"17,88",card
T11000451,2025-02-19 22:41:00,DR-1050,VH-008,Airport,Port,2.87,15.3,"10,98",card
T11000452,2025-04-03 07:38:00,DR-1041,VH-006,Airport,West,2.88,10.8,"9,74",card
T11000453,2025-06-22 03:21:00,DR-1061,VH-026,Centre,East,5.26,21.4,"15,44",wallet
T11000454,2025-06-01 17:34:00,DR-1005,VH-036,Airport,East,5.3,26.8,"17,00",card
T11000455,2025-05-09 09:12:00,DR-1033,VH-011,East,Airport,6.51,19.3,"16,29",Card
T11000456,2025-03-02 20:12:00,DR-1034,VH-039,West,Centre,4.07,16.5,"12,70",cash
T11000457,2025-03-01 01:06:00,DR-1067,VH-003,Centre,Port,3.45,17.1,"12,16",cash
T11000458,2025-04-16 01:47:00,DR-1007,VH-006,Centre,East,6.77,32.9,"20,40",Card
T11000459,2025-03-23 14:37:00,DR-1031,VH-032,Suburbs,East,3.1,15.9,"11,42",Card
T11000460,2025-06-30 06:16:00,DR-1047,VH-025,West,Airport,9.09,33.5,"23,23",wallet
T11000461,2025-06-02 13:16:00,DR-1008,VH-026,Port,Centre,10.88,41.8,"27,62",wallet
T11000462,2025-01-05 20:11:00,DR-1041,VH-041,West,Centre,17.88,60.5,"40,90",cash
T11000463,2025-01-06 22:15:00,DR-1007,VH-038,Airport,Suburbs,6.97,26.2,"18,75",card
T11000464,2025-01-07 03:22:00,DR-1021,VH-020,North,Port,3.42,15.4,"11,64",CASH
T11000465,2025-03-23 11:21:00,DR-1044,VH-024,Centre,Airport,6.02,24.0,"17,04",wallet
T11000466,2025-04-28 09:23:00,DR-1058,VH-009,Airport,North,14.05,63.8,"37,42",wallet
T11000467,2025-06-04 12:34:00,DR-1036,VH-039,Airport,North,8.16,24.3,"19,59",card
T11000468,2025-02-22 14:39:00,DR-1022,VH-010,Airport,Port,2.99,12.9,"10,45",CASH
T11000469,2025-03-12 11:48:00,DR-1061,VH-039,Port,Airport,5.28,17.9,"14,48",cash
T11000470,2025-02-24 12:04:00,DR-1015,VH-040,East,Centre,3.16,15.3,"11,32",cash
T11000471,2025-05-16 03:54:00,DR-1037,VH-018,East,East,4.11,14.5,"12,19",Card
T11000472,2025-03-06 14:42:00,DR-1047,VH-022,Centre,West,2.96,15.1,"11,03",cash
T11000473,2025-03-20 04:15:00,DR-1054,VH-037,Airport,North,3.91,18.9,"13,19",card
T11000474,2025-04-30 21:52:00,DR-1060,VH-014,Suburbs,Centre,5.12,18.7,"14,52",wallet
T11000475,2025-05-19 19:47:00,DR-1029,VH-022,Suburbs,East,5.05,25.9,"16,46",card
T11000476,2025-03-05 05:53:00,DR-1011,VH-003,Port,North,2.72,13.8,"10,39",CASH
T11000477,2025-03-21 15:53:00,DR-1053,VH-008,East,Port,20.41,88.2,"51,57",card
T11000478,2025-05-29 05:56:00,DR-1063,VH-023,Port,East,3.3,14.1,"11,14",CASH
T11000479,2025-05-28 00:32:00,DR-1033,VH-016,Airport,East,11.27,42.8,"28,34",Card
T11000480,2025-01-04 05:38:00,DR-1047,VH-018,Airport,Suburbs,5.51,23.9,"16,43",CASH
T11000481,2025-03-09 14:04:00,DR-1027,VH-040,Port,Airport,5.63,20.5,"15,61",CASH
T11000482,2025-01-23 16:12:00,DR-1030,VH-021,Airport,Centre,3.53,15.9,"11,91",card
T11000483,2025-05-12 05:01:00,DR-1046,VH-015,East,West,5.83,19.6,"15,59",card
T11000484,2025-01-07 07:02:00,DR-1035,VH-002,East,East,3.07,17.9,"11,94",cash
T11000485,2025-05-20 01:12:00,DR-1033,VH-033,Airport,North,8.6,24.0,"20,01",wallet
T11000486,2025-04-26 12:35:00,DR-1042,VH-017,Suburbs,East,3.73,16.0,"12,17",card
T11000487,2025-05-26 15:34:00,DR-1033,VH-023,Centre,West,2.77,13.7,"10,42",wallet
T11000488,2025-02-20 02:58:00,DR-1018,VH-018,Port,Centre,3.69,21.1,"13,55",card
T11000489,2025-06-14 15:44:00,DR-1002,VH-003,Suburbs,West,15.05,70.9,"40,56",Card
T11000490,2025-03-31 13:41:00,DR-1060,VH-035,Airport,Port,2.43,8.8,"8,66",wallet
T11000491,2025-03-02 10:34:00,DR-1006,VH-041,Port,Suburbs,24.49,85.9,"55,62",cash
T11000492,2025-06-04 09:02:00,DR-1012,VH-024,West,Suburbs,3.9,22.3,"14,13",Card
T11000493,2025-01-22 02:07:00,DR-1005,VH-012,North,Airport,7.37,23.8,"18,54",CASH
T11000494,2025-05-30 01:42:00,DR-1017,VH-022,Airport,Port,1.24,8.5,"7,21",cash
T11000495,2025-01-31 05:14:00,DR-1010,VH-018,North,East,5.72,25.9,"17,23",Card
T11000496,2025-04-04 15:35:00,DR-1042,VH-012,East,East,3.6,14.9,"11,71",cash
T11000497,2025-04-16 02:35:00,DR-1002,VH-040,Port,East,10.6,46.4,"28,58",cash
T11000498,2025-01-17 19:03:00,DR-1024,VH-009,North,,10.97,48.9,"29,71",Card
T11000499,2025-01-18 04:23:00,DR-1022,VH-021,Port,Airport,9.42,47.4,"27,50",Card
T11000500,2025-06-02 01:11:00,DR-1045,VH-028,East,Port,2.04,7.3,"7,79",card
T11000501,2025-03-17 05:04:00,DR-1026,VH-004,Port,North,7.11,27.0,"19,14",Card
T11000502,2025-04-12 01:42:00,DR-1028,VH-038,East,West,1.91,10.8,"8,62",cash
T11000503,2025-01-19 10:23:00,DR-1068,VH-014,East,North,4.19,24.2,"14,99",CASH
T11000504,2025-05-16 18:28:00,DR-1014,VH-009,Suburbs,Centre,3.51,16.0,"11,92",card
T11000505,2025-02-21 20:44:00,DR-1010,VH-038,East,Port,1.6,10.7,"8,24",CASH
T11000506,2025-02-16 05:52:00,DR-1021,VH-010,Airport,Port,10.55,51.3,"29,90",wallet
T11000507,2025-02-21 03:28:00,DR-1051,VH-025,North,Airport,5.17,22.5,"15,65",Card
T11000508,2025-04-12 01:55:00,DR-1021,VH-023,East,Port,4.28,22.6,"14,65",cash
T11000509,2025-03-23 15:35:00,DR-1051,VH-024,North,West,4.22,18.1,"13,32",CASH
T11000510,2025-06-16 19:23:00,DR-1065,VH-008,Suburbs,Suburbs,1.66,7.9,"7,52",Card
T11000511,2025-01-11 15:47:00,DR-1049,VH-017,West,Centre,2.89,12.6,"10,25",CASH
T11000512,2025-06-04 13:32:00,DR-1001,VH-003,Port,Port,6.45,22.5,"17,12",Card
T11000513,2025-04-15 03:03:00,DR-1059,VH-011,East,East,8.88,34.2,"23,19",wallet
T11000514,2025-03-25 21:17:00,DR-1059,VH-027,North,West,0.0,32.1,"23,34",cash
T11000515,2025-02-20 23:32:00,DR-1068,VH-017,West,Port,0.71,6.9,"6,15",cash
T11000516,2025-01-17 12:02:00,DR-1006,VH-037,Suburbs,East,9.8,41.9,"26,40",Card
T11000517,2025-06-14 18:36:00,DR-1050,VH-021,North,Suburbs,5.13,26.0,"16,58",CASH
T11000518,2025-06-27 23:22:00,DR-1037,VH-038,East,East,1.55,8.3,"7,51",card
T11000519,2025-02-12 06:39:00,DR-1057,VH-005,West,East,4.94,22.3,"15,32",cash
T11000520,2025-02-14 13:29:00,DR-1032,VH-025,Centre,East,3.11,15.6,"11,34",cash
T11000521,2025-04-03 18:37:00,DR-1066,VH-041,Suburbs,Airport,10.87,45.6,"28,67",CASH
T11000522,2025-04-09 13:23:00,DR-1066,VH-031,Centre,North,4.22,21.2,"14,19",card
T11000523,2025-03-02 19:38:00,DR-1021,VH-029,West,Centre,5.52,24.5,"16,61",card
T11000524,2025-03-08 02:48:00,DR-1051,VH-031,Port,North,7.78,27.2,"19,96",Card
T11000525,2025-03-28 18:27:00,DR-1060,VH-012,North,North,19.14,61.5,"42,63",card
T11000526,2025-04-29 05:10:00,DR-1048,VH-012,Port,Airport,6.93,24.8,"18,31",Card
T11000527,2025-04-13 17:40:00,DR-1058,VH-002,Suburbs,North,2.8,16.6,"11,27",CASH
T11000528,2025-05-06 03:45:00,DR-1058,VH-010,Centre,North,7.66,28.3,"20,13",CASH
T11000529,2025-02-23 13:03:00,DR-1007,VH-014,Suburbs,North,18.59,81.7,"47,65",card
T11000530,2025-01-25 14:57:00,DR-1028,VH-014,Centre,Suburbs,2.98,13.7,"10,66",cash
T11000531,2025-01-15 04:13:00,DR-1065,VH-001,West,Suburbs,10.71,35.3,"25,60",cash
T11000532,2025-05-09 10:47:00,DR-1030,VH-014,West,Centre,2.89,15.8,"11,15",cash
T11000533,2025-03-23 21:01:00,DR-1030,VH-012,West,Port,7.22,34.0,"21,22",Card
T11000534,2025-04-14 22:44:00,DR-1012,VH-034,North,Airport,11.28,30.1,"24,80",Card
T11000535,2025-02-11 04:36:00,DR-1019,VH-026,East,Centre,12.12,44.3,"29,74",wallet
T11000536,2025-01-19 05:31:00,DR-1044,VH-037,Centre,Port,1.77,8.9,"7,93",card
