txn_date,vehicle_id,litres,price_per_litre,total_cost,station,card_ref
07/06/2025,VH-003,"49,89","0,288","€ 14,37",Shell,FC484512
21/05/2026,VH-003,"35,63","0,418","€ 14,90",Avin,FC781441
08/10/2025,VH-003,"42,14","0,381","€ 16,06",BP,FC361083
13/02/2026,VH-003,"42,63","0,303","€ 12,92",EKO,FC432354
16/07/2025,VH-003,"39,37","0,416","€ 16,38",Shell,FC271961
28/03/2026,VH-003,"27,25","0,309","€ 8,42",shell,FC538234
07/04/2025,VH-003,"16,45","0,457","€ 7,52",Shell,FC316518
24/03/2026,VH-003,"28,81","0,434","€ 12,50",BP,FC442793
23/05/2025,VH-003,"28,32","0,479","€ 13,57",EKO,FC253527
27/07/2025,VH-003,"28,68","0,305","€ 8,75",Shell,FC833072
25/10/2025,VH-003,"14,54","0,463","€ 6,73",Avin,FC270038
01/09/2025,VH-003,"25,55","0,417","€ 10,66",Avin,FC356165
22/01/2025,VH-003,"33,43","0,388","€ 12,97",shell,FC402632
16/02/2025,VH-003,"34,46","0,381","€ 13,13",BP,FC775183
17/02/2025,VH-003,"41,91","0,309","€ 12,95",Avin,FC873119
12/12/2025,VH-003,"24,11","0,452","€ 10,90",BP,FC339998
08/08/2025,VH-003,"23,37","0,515","€ 12,04",eko,FC373035
21/07/2025,VH-003,"21,40","0,486","€ 10,40",shell,FC382149
05/04/2025,VH-003,"18,30","0,426","€ 7,79",eko,FC818011
07/03/2026,VH-003,"25,36","0,507","€ 12,86",eko,FC297719
11/06/2026,VH-003,"27,55","0,420","€ 11,57",BP,FC153453
03/06/2026,VH-003,"27,56","0,509","€ 14,03",shell,FC937439
11/05/2026,VH-003,"33,97","0,438","€ 14,88",Shell,FC311445
15/06/2025,VH-003,"42,78","0,349","€ 14,93",EKO,FC539793
03/11/2025,VH-003,"34,18","0,322","€ 11,01",eko,FC160852
29/03/2026,VH-003,"26,13","0,504","€ 13,17",eko,FC849137
30/11/2025,VH-003,"19,43","0,512","€ 9,95",Avin,FC150609
27/03/2025,VH-003,"38,20","0,329","€ 12,57",EKO,FC687751
06/04/2026,VH-003,"36,63","0,433","€ 15,86",shell,FC274393
16/02/2025,VH-003,"22,62","0,490","€ 11,08",Avin,FC259809
12/02/2025,VH-003,"30,32","0,394","€ 11,95",BP,FC776700
29/01/2026,VH-003,"13,01","0,290","€ 3,77",BP,FC775498
27/04/2026,VH-003,,"0,479","€ 14,59",EKO,FC339535
25/01/2026,VH-003,"34,65","0,367","€ 12,72",eko,FC217696
05/07/2025,VH-003,"25,82","0,428","€ 11,05",Shell,FC931773
08/12/2025,VH-003,"32,42","0,468","€ 15,17",BP,FC342035
24/04/2026,VH-003,"11,57","0,497","€ 5,75",Shell,FC354662
23/03/2025,VH-003,"31,36","0,348","€ 10,91",Avin,FC603700
15/01/2025,VH-003,"35,35","0,295","€ 10,43",BP,FC636590
17/04/2026,VH-003,"32,05","0,332","€ 10,64",Avin,FC700642
19/05/2025,VH-003,"34,97","0,369","€ 12,90",Shell,FC892040
29/11/2025,VH-003,"34,61","0,466","€ 16,13",EKO,FC136955
13/08/2025,VH-003,"25,75","0,501","€ 12,90",shell,FC384092
15/06/2026,VH-003,"22,93","0,452","€ 10,37",EKO,FC959107
16/07/2025,VH-003,"29,47","0,354","€ 10,43",BP,FC116744
27/08/2025,VH-003,"26,83","0,497","€ 13,33",eko,FC432481
01/05/2026,VH-003,"25,79","0,433","€ 11,17",EKO,FC657447
05/01/2025,VH-003,"60,30","0,281","€ 16,94",Shell,FC898250
03/03/2025,VH-003,"51,54","0,352","€ 18,14",BP,FC354657
31/03/2026,VH-003,"23,84","0,429","€ 10,23",shell,FC126749
26/06/2025,VH-003,"45,01","0,318","€ 14,31",shell,FC321474
28/11/2025,VH-003,"36,67","0,316","€ 11,59",BP,FC735815
16/05/2025,VH-003,"16,91","0,502","€ 8,49",BP,FC848099
17/03/2025,VH-003,"35,26","0,359","€ 12,66",eko,FC328537
27/01/2025,VH-003,"28,18","0,499","€ 14,06",eko,FC215413
02/02/2026,VH-003,"36,98","0,316","€ 11,69",eko,FC545656
11/11/2025,VH-003,"46,12","0,360","€ 16,60",EKO,FC523302
20/01/2026,VH-003,"25,76","0,450","€ 11,59",shell,FC169229
16/02/2025,VH-003,"38,74","0,495","€ 19,18",Avin,FC904529
14/07/2025,VH-003,"38,65","0,386","€ 14,92",shell,FC410734
25/08/2025,VH-003,"35,14","0,469","€ 16,48",eko,FC372456
21/09/2025,VH-003,"49,54","0,344","€ 17,04",eko,FC898623
25/03/2026,VH-003,"39,60","0,360","€ 14,26",Shell,FC119666
04/02/2026,VH-003,"44,74","0,376","€ 16,82",eko,FC134284
29/10/2025,VH-003,"22,18","0,466","€ 10,34",eko,FC521379
25/05/2026,VH-003,"22,58","0,483","€ 10,91",Shell,FC460416
24/01/2025,VH-003,"24,97","0,487","€ 12,16",eko,FC574443
22/06/2026,VH-003,"30,91","0,519","€ 16,04",shell,FC605093
14/12/2025,VH-003,"38,32","0,342","€ 13,11",eko,FC770848
16/01/2026,VH-003,"36,07","0,408","€ 14,72",Avin,FC881521
03/07/2026,VH-003,"38,08","0,475","€ 18,09",eko,FC679827
15/08/2025,VH-003,"24,00","0,454","€ 10,90",shell,FC686313
01/11/2025,VH-003,"37,65","0,371","€ 13,97",Shell,FC108342
28/02/2025,VH-003,"29,07","0,410","€ 11,92",BP,FC499671
28/05/2026,VH-003,"39,79","0,307","€ 12,21",Shell,FC234223
24/06/2025,VH-003,"32,86","0,451","€ 14,82",eko,FC664336
30/09/2025,VH-003,"35,06","0,509","€ 17,85",Shell,FC877218
20/01/2025,VH-003,"43,16","0,302","€ 13,04",Avin,FC469490
14/06/2026,VH-003,"49,26","0,284","€ 13,99",Avin,FC796182
30/01/2025,VH-003,"21,81","0,347","€ 7,57",BP,FC498959
14/03/2026,VH-003,"38,31","0,446","€ 17,09",BP,FC643614
07/01/2026,VH-003,"42,39","0,303","€ 12,84",shell,FC653728
06/08/2025,VH-003,"37,28","0,422","€ 15,73",BP,FC332608
04/09/2025,VH-003,"37,01","0,388","€ 14,36",EKO,FC893952
20/01/2025,VH-003,"31,19","0,410","€ 12,79",eko,FC980084
02/03/2025,VH-003,"24,80","0,483","€ 11,98",BP,FC316575
25/05/2025,VH-003,"31,61","0,408","€ 12,90",Avin,FC211775
08/05/2025,VH-003,"29,05","0,345","€ 10,02",Shell,FC298620
07/01/2025,VH-003,"15,99","0,473","€ 7,56",shell,FC831636
27/01/2026,VH-003,"30,11","0,474","€ 14,27",EKO,FC313633
23/10/2025,VH-003,"28,52","0,480","€ 13,69",Shell,FC108252
16/05/2026,VH-003,"52,43","0,332","€ 17,41",eko,FC458085
20/04/2026,VH-003,"39,83","0,353","€ 14,06",Shell,FC892490
04/05/2026,VH-003,"31,16","0,462","€ 14,40",BP,FC546855
21/06/2025,VH-004,"18,45","1,561","€ 28,81",Shell,FC975044
30/06/2025,VH-004,"13,46","1,587","€ 21,36",EKO,FC266198
27/09/2025,VH-004,"11,61","1,526","€ 17,72",EKO,FC718665
18/07/2025,VH-004,"10,02","1,644","€ 16,48",Avin,FC658864
27/02/2025,VH-004,"13,01","1,804","€ 23,47",Avin,FC894302
17/12/2025,VH-004,"10,07","1,763","€ 17,76",EKO,FC267225
11/03/2026,VH-004,"12,26","1,813","€ 22,23",Avin,FC501613
19/03/2025,VH-004,"16,64","1,888","€ 31,41",BP,FC450115
26/03/2025,VH-004,"11,53","1,861","€ 21,45",EKO,FC372403
26/02/2025,VH-004,"11,95","1,546","€ 18,47",shell,FC792328
09/10/2025,VH-004,"11,25","1,772","€ 19,94",shell,FC977046
13/09/2025,VH-004,"10,79","1,866","€ 20,13",Shell,FC658540
02/06/2025,VH-004,"9,79","1,830","€ 17,92",eko,FC477118
26/05/2026,VH-004,"12,90","1,720","€ 22,18",BP,FC402619
01/08/2025,VH-004,"13,20","1,551","€ 20,48",EKO,FC211016
01/05/2026,VH-004,"8,54","1,937","€ 16,54",shell,FC115354
24/05/2025,VH-004,"9,73","1,925","€ 18,73",EKO,FC861180
16/06/2025,VH-004,"9,09","1,846","€ 16,78",Shell,FC515989
24/05/2025,VH-004,"12,51","1,763","€ 22,06",BP,FC444895
28/08/2025,VH-004,"15,74","1,804","€ 28,39",eko,FC135594
13/01/2025,VH-004,"15,24","1,657","€ 25,26",shell,FC556064
06/05/2026,VH-004,"11,47","1,860","€ 21,33",shell,FC778931
07/03/2025,VH-004,"9,95","1,564","€ 15,57",eko,FC750954
21/10/2025,VH-004,"11,89","1,840","€ 21,89",shell,FC989344
11/01/2025,VH-004,"9,68","1,652","€ 16,00",Avin,FC933264
26/10/2025,VH-004,"12,40","1,633","€ 20,25",Avin,FC475551
27/01/2026,VH-004,"8,12","1,847","€ 15,00",Avin,FC387725
09/04/2025,VH-004,"11,48","1,897","€ 21,77",Shell,FC581811
15/02/2025,VH-004,"14,28","1,580","€ 22,56",Avin,FC699361
14/03/2025,VH-004,"13,68","1,569","€ 21,46",eko,FC285391
19/06/2026,VH-004,"11,86","1,790","€ 21,22",Shell,FC973016
03/12/2025,VH-004,"9,11","1,922","€ 17,50",Shell,FC889663
05/07/2026,VH-004,"6,52","1,792","€ 11,68",EKO,FC813565
06/06/2026,VH-004,"9,37","1,651","€ 15,46",Avin,FC351266
13/08/2025,VH-004,"6,55","1,598","€ 10,47",eko,FC539304
22/04/2026,VH-004,"8,64","1,909","€ 16,50",Shell,FC797028
28/02/2026,VH-004,"9,55","1,843","€ 17,60",Avin,FC266935
14/12/2025,VH-004,"13,17","1,771","€ 23,32",EKO,FC641199
29/05/2026,VH-004,"13,44","1,617","€ 21,73",eko,FC326842
17/04/2026,VH-004,"12,30","1,591","€ 19,57",Shell,FC240941
27/10/2025,VH-004,"8,19","1,635","€ 13,39",BP,FC760051
15/01/2026,VH-004,"9,56","1,799","€ 17,19",Avin,FC108146
08/03/2026,VH-004,"9,65","1,826","€ 17,61",Shell,FC942960
06/10/2025,VH-004,"14,23","1,759","€ 25,02",EKO,FC240129
14/04/2026,VH-004,"9,48","1,640","€ 15,55",EKO,FC930388
17/01/2025,VH-004,"11,68","1,662","€ 19,41",Avin,FC845286
23/06/2025,VH-004,"13,97","1,554","€ 21,71",BP,FC681512
29/03/2025,VH-004,"9,41","1,675","€ 15,76",Avin,FC191777
14/05/2026,VH-004,"6,56","1,656","€ 10,86",BP,FC992274
12/04/2026,VH-004,"8,09","1,934","€ 15,65",EKO,FC816925
30/04/2025,VH-004,"9,36","1,916","€ 17,93",EKO,FC767222
24/12/2025,VH-004,"13,03","1,524","€ 19,86",eko,FC740105
03/05/2026,VH-004,"10,23","1,923","€ 19,67",BP,FC110055
10/06/2025,VH-004,"9,96","1,844","€ 18,36",eko,FC979151
04/07/2025,VH-004,"13,60","1,694","€ 23,05",shell,FC153633
26/06/2026,VH-004,"15,08","1,719","€ 25,93",Shell,FC756052
25/02/2025,VH-004,"11,90","1,864","€ 22,19",Avin,FC938188
07/05/2025,VH-004,"8,08","1,628","€ 13,15",BP,FC891765
26/10/2025,VH-004,"9,77","1,847","€ 18,05",eko,FC310088
18/06/2026,VH-004,"11,34","1,869","€ 21,19",Avin,FC292168
11/11/2025,VH-004,"15,06","1,536","€ 23,14",Avin,FC394406
08/03/2025,VH-004,"12,15","1,815","€ 22,05",EKO,FC334178
05/07/2025,VH-004,"11,52","1,910","€ 22,00",eko,FC467341
15/11/2025,VH-004,"7,17","1,855","€ 13,30",shell,FC501113
28/06/2025,VH-004,"10,68","1,818","€ 19,41",EKO,FC156540
18/12/2025,VH-004,"10,28","1,691","€ 17,38",shell,FC286084
03/05/2025,VH-004,"9,28","1,716","€ 15,93",EKO,FC665303
14/06/2025,VH-004,"8,12","1,835","€ 14,89",Shell,FC921748
06/11/2025,VH-004,"12,62","1,823","€ 23,01",Shell,FC624101
08/06/2026,VH-004,"11,28","1,812","€ 20,43",Avin,FC153548
09/12/2025,VH-004,"13,76","1,646","€ 22,66",shell,FC882134
15/09/2025,VH-004,"10,43","1,563","€ 16,31",shell,FC713757
01/02/2026,VH-004,"10,68","1,583","€ 16,91",BP,FC151098
02/10/2025,VH-004,"9,18","1,927","€ 17,69",EKO,FC512192
01/02/2026,VH-004,"11,26","1,687","€ 18,99",shell,FC309475
24/07/2025,VH-004,"15,52","1,571","€ 24,38",BP,FC261763
06/01/2025,VH-004,"9,39","1,692","€ 15,89",eko,FC320393
29/05/2025,VH-004,"12,90","1,614","€ 20,82",eko,FC255939
23/03/2025,VH-004,"11,10","1,854","€ 20,58",shell,FC906260
08/08/2025,VH-004,"10,59","1,622","€ 17,17",eko,FC906440
04/02/2025,VH-004,"12,44","1,568","€ 19,50",Shell,FC888393
12/02/2025,VH-004,"13,06","1,683","€ 21,98",EKO,FC956592
25/04/2026,VH-004,"15,34","1,603","€ 24,59",eko,FC659409
06/05/2025,VH-004,"8,38","1,752","€ 14,67",eko,FC203895
28/01/2025,VH-004,"12,55","1,529","€ 19,19",eko,FC259430
02/01/2025,VH-004,"8,06","1,568","€ 12,63",BP,FC717646
09/06/2026,VH-004,"7,56","1,535","€ 11,61",Shell,FC641939
09/06/2026,VH-004,"16,64","1,697","€ 28,24",eko,FC599900
24/02/2026,VH-004,"10,99","1,607","€ 17,65",shell,FC375127
25/01/2025,VH-004,"9,47","1,735","€ 16,42",Avin,FC905873
30/05/2026,VH-004,"13,40","1,554","€ 20,82",eko,FC488138
25/02/2025,VH-004,"14,02","1,538","€ 21,56",BP,FC873315
31/05/2026,VH-004,"7,81","1,715","€ 13,40",eko,FC216701
28/05/2026,VH-004,"9,47","1,803","€ 17,07",BP,FC799802
29/09/2025,VH-004,"12,26","1,768","€ 21,67",EKO,FC456136
25/09/2025,VH-004,"12,17","1,759","€ 21,40",EKO,FC396120
06/02/2025,VH-004,"14,20","1,732","€ 24,60",Shell,FC900933
28/12/2025,VH-004,"7,95","1,933","€ 15,37",shell,FC471072
09/01/2026,VH-004,"11,24","1,532","€ 17,22",BP,FC880913
14/01/2026,VH-004,"8,36","1,897","€ 15,85",shell,FC797008
07/05/2025,VH-004,"9,47","1,816","€ 17,19",EKO,FC740485
27/08/2025,VH-004,"15,66","1,581","€ 24,76",EKO,FC469657
04/02/2025,VH-004,"9,70","1,888","€ 18,32",shell,FC867371
12/04/2025,VH-004,"13,41","1,713","€ 22,97",eko,FC918781
16/04/2026,VH-004,"15,12","1,598","€ 24,16",Shell,FC856932
05/05/2026,VH-004,"8,51","1,911","€ 16,26",Avin,FC670042
28/08/2025,VH-004,"11,82","1,788","€ 21,14",BP,FC676946
25/02/2026,VH-004,"8,79","1,938","€ 17,03",BP,FC367065
28/11/2025,VH-004,"9,59","1,919","€ 18,39",eko,FC164104
31/08/2025,VH-004,"10,69","1,845","€ 19,73",BP,FC946148
22/12/2025,VH-004,"14,51","1,562","€ 22,67",BP,FC249932
23/06/2025,VH-004,"9,54","1,827","€ 17,44",EKO,FC319631
17/06/2025,VH-004,"7,64","1,629","€ 12,44",Avin,FC924727
05/03/2026,VH-004,"10,08","1,525","€ 15,38",EKO,FC373419
05/10/2025,VH-004,"13,31","1,704","€ 22,68",eko,FC219366
05/02/2026,VH-004,"7,51","1,761","€ 13,22",eko,FC591646
17/06/2025,VH-004,"10,59","1,722","€ 18,24",eko,FC826777
02/05/2025,VH-004,"13,23","1,576","€ 20,85",Shell,FC376424
27/06/2025,VH-004,"17,38","1,572","€ 27,32",Avin,FC923349
26/06/2025,VH-004,"10,41","1,741","€ 18,12",shell,FC967883
16/05/2025,VH-004,"9,17","1,524","€ 13,98",BP,FC661984
24/10/2025,VH-004,"11,32","1,597","€ 18,08",Shell,FC715421
14/12/2025,VH-004,"9,45","1,779","€ 16,81",shell,FC790337
12/10/2025,VH-004,"9,22","1,743","€ 16,08",Avin,FC372786
18/04/2025,VH-004,"10,15","1,775","€ 18,02",Avin,FC573613
30/04/2026,VH-004,"9,68","1,704","€ 16,49",shell,FC850606
24/01/2026,VH-004,"9,77","1,696","€ 16,57",Shell,FC992000
19/10/2025,VH-004,"11,79","1,749","€ 20,61",EKO,FC931537
08/02/2025,VH-004,"14,63","1,886","€ 27,60",eko,FC444435
26/02/2025,VH-004,"13,57","1,666","€ 22,60",BP,FC719968
23/06/2025,VH-004,"9,34","1,906","€ 17,79",Shell,FC568980
10/01/2026,VH-004,"11,53","1,540","€ 17,76",EKO,FC820137
17/07/2025,VH-004,"12,63","1,723","€ 21,76",Avin,FC423208
11/07/2026,VH-004,"11,60","1,753","€ 20,34",Shell,FC588158
17/10/2025,VH-004,"13,61","1,888","€ 25,69",EKO,FC543494
19/06/2025,VH-004,"8,90","1,685","€ 15,00",BP,FC145371
31/03/2026,VH-004,"11,75","1,527","€ 17,94",Avin,FC723040
10/03/2025,VH-004,"12,60","1,896","€ 23,89",Avin,FC743329
04/11/2025,VH-004,"12,83","1,581","€ 20,28",Avin,FC861348
12/10/2025,VH-004,"12,29","1,792","€ 22,02",BP,FC721336
10/04/2025,VH-004,"9,33","1,558","€ 14,53",Shell,FC594633
25/09/2025,VH-004,"10,77","1,786","€ 19,23",eko,FC831859
24/02/2026,VH-004,"4,25","1,865","€ 7,92",Shell,FC361697
01/07/2025,VH-004,"8,39","1,783","€ 14,95",shell,FC645513
24/01/2025,VH-004,"9,19","1,916","€ 17,61",Avin,FC213186
29/03/2026,VH-004,"10,76","1,604","€ 17,26",Shell,FC910229
16/07/2025,VH-004,"8,93","1,655","€ 14,78",BP,FC686831
10/04/2026,VH-004,"10,32","1,815","€ 18,73",Avin,FC786735
09/12/2025,VH-004,"7,86","1,687","€ 13,25",Shell,FC751791
19/09/2025,VH-004,"10,20","1,924","€ 19,62",BP,FC724025
15/07/2025,VH-004,"9,75","1,619","€ 15,79",shell,FC557974
21/02/2025,VH-004,"5,86","1,726","€ 10,11",BP,FC127223
18/03/2025,VH-004,"13,08","1,837","€ 24,03",BP,FC985488
22/03/2025,VH-004,"18,82","1,589","€ 29,90",Avin,FC477616
28/04/2025,VH-004,"14,60","1,650","€ 24,08",BP,FC392377
28/02/2026,VH-004,"14,20","1,785","€ 25,34",Avin,FC334494
23/07/2025,VH-004,"9,78","1,865","€ 18,23",shell,FC841311
11/08/2025,VH-004,"10,55","1,892","€ 19,96",BP,FC972461
20/08/2025,VH-004,"13,05","1,548","€ 20,20",shell,FC715960
04/03/2025,VH-005,"12,12","1,876","€ 22,73",Avin,FC527947
03/09/2025,VH-005,"7,86","1,815","€ 14,27",BP,FC162968
09/04/2026,VH-005,"8,41","1,737","€ 14,60",eko,FC650808
06/07/2025,VH-005,"19,91","1,545","€ 30,76",Shell,FC821782
28/04/2025,VH-005,"8,44","1,639","€ 13,83",BP,FC689779
19/07/2025,VH-005,"11,92","1,684","€ 20,07",shell,FC427207
02/02/2025,VH-005,"16,87","1,572","€ 26,52",BP,FC839994
11/01/2025,VH-005,"10,90","1,573","€ 17,15",Avin,FC889309
13/09/2025,VH-005,"8,74","1,777","€ 15,53",eko,FC147727
29/03/2025,VH-005,"14,39","1,640","€ 23,60",eko,FC748572
23/01/2026,VH-005,"11,27","1,929","€ 21,75",EKO,FC701028
30/06/2026,VH-005,"14,12","1,862","€ 26,30",eko,FC987997
30/01/2026,VH-005,"13,28","1,535","€ 20,38",Avin,FC314584
05/07/2025,VH-005,"9,27","1,802","€ 16,71",Shell,FC408847
12/04/2025,VH-005,"11,33","1,574","€ 17,83",BP,FC605716
22/11/2025,VH-005,"10,49","1,831","€ 19,21",EKO,FC434508
21/03/2026,VH-005,"11,25","1,909","€ 21,47",shell,FC737853
25/11/2025,VH-005,"11,26","1,855","€ 20,89",BP,FC858012
26/05/2026,VH-005,"9,39","1,931","€ 18,13",shell,FC831363
06/06/2025,VH-005,"5,32","1,627","€ 8,66",eko,FC177036
30/04/2025,VH-005,"8,89","1,697","€ 15,08",EKO,FC343813
31/08/2025,VH-005,"10,29","1,712","€ 17,61",EKO,FC314842
03/06/2025,VH-005,"12,52","1,536","€ 19,23",Avin,FC808411
19/11/2025,VH-005,"4,82","1,917","€ 9,24",Avin,FC607371
20/01/2026,VH-005,"8,20","1,861","€ 15,25",BP,FC735732
10/11/2025,VH-005,"9,39","1,834","€ 17,22",Shell,FC565257
21/04/2025,VH-005,"10,40","1,777","€ 18,48",eko,FC855217
11/06/2026,VH-005,"9,10","1,588","€ 14,45",shell,FC299728
16/06/2026,VH-005,"12,30","1,615","€ 19,86",eko,FC661128
25/07/2025,VH-005,"10,89","1,718","€ 18,71",Avin,FC739797
18/02/2025,VH-005,"6,51","1,825","€ 11,88",Shell,FC253303
14/06/2025,VH-005,"4,97","1,728","€ 8,59",Shell,FC751447
01/09/2025,VH-005,"6,28","1,718","€ 10,79",eko,FC815081
07/10/2025,VH-005,"9,33","1,696","€ 15,82",EKO,FC579780
31/10/2025,VH-005,"7,06","1,539","€ 10,86",Avin,FC264399
09/02/2026,VH-005,"9,21","1,802","€ 16,59",eko,FC412793
08/06/2026,VH-005,"12,72","1,805","€ 22,97",shell,FC806296
30/10/2025,VH-005,"13,27","1,643","€ 21,80",BP,FC218024
15/12/2025,VH-005,"10,32","1,862","€ 19,22",Avin,FC258006
26/07/2025,VH-005,"16,41","1,573","€ 25,81",BP,FC174652
15/10/2025,VH-005,"9,06","1,547","€ 14,01",BP,FC510721
18/01/2026,VH-005,"13,30","1,815","€ 24,15",eko,FC528512
10/04/2025,VH-005,"12,73","1,702","€ 21,66",Shell,FC535928
22/03/2025,VH-005,"15,25","1,607","€ 24,51",Shell,FC463951
03/06/2025,VH-005,"8,74","1,826","€ 15,96",shell,FC518444
01/06/2025,VH-005,"12,36","1,720","€ 21,25",BP,FC102749
16/04/2026,VH-005,"10,64","1,556","€ 16,56",eko,FC301487
18/02/2025,VH-005,"10,68","1,715","€ 18,31",EKO,FC957443
01/05/2025,VH-005,"6,80","1,839","€ 12,51",BP,FC949134
09/07/2025,VH-005,"7,03","1,856","€ 13,06",eko,FC185708
05/02/2026,VH-005,"9,57","1,726","€ 16,51",Avin,FC324735
25/12/2025,VH-005,"13,34","1,856","€ 24,76",shell,FC581840
08/01/2026,VH-005,"9,94","1,662","€ 16,51",eko,FC179238
07/05/2025,VH-005,"13,95","1,629","€ 22,72",BP,FC354302
11/06/2025,VH-005,"13,86","1,616","€ 22,40",Avin,FC866948
08/08/2025,VH-005,"12,91","1,682","€ 21,71",eko,FC743907
02/06/2025,VH-005,"9,65","1,735","€ 16,75",Avin,FC783127
28/02/2026,VH-005,"11,67","1,546","€ 18,04",BP,FC166108
28/03/2026,VH-005,"15,39","1,558","€ 23,98",Shell,FC709066
31/07/2025,VH-005,"16,31","1,633","€ 26,64",eko,FC663447
22/03/2026,VH-005,"11,55","1,607","€ 18,56",Shell,FC148834
03/09/2025,VH-005,"12,69","1,780","€ 22,59",shell,FC924882
28/01/2026,VH-005,"10,73","1,849","€ 19,85",Avin,FC865687
31/07/2025,VH-005,"8,20","1,786","€ 14,64",shell,FC592168
22/12/2025,VH-005,"12,87","1,835","€ 23,62",Avin,FC492748
26/11/2025,VH-005,"13,06","1,732","€ 22,63",BP,FC394888
17/01/2026,VH-005,"11,16","1,576","€ 17,58",shell,FC815959
04/03/2025,VH-005,"4,58","1,775","€ 8,13",shell,FC458937
12/07/2026,VH-005,"10,59","1,932","€ 20,47",shell,FC765955
27/04/2026,VH-005,"8,86","1,757","€ 15,56",BP,FC421652
10/07/2025,VH-005,"13,31","1,855","€ 24,68",BP,FC611856
19/05/2025,VH-005,"19,76","1,585","€ 31,31",BP,FC973685
21/08/2025,VH-005,"9,82","1,548","€ 15,21",Shell,FC960848
24/10/2025,VH-005,"11,37","1,654","€ 18,80",shell,FC286865
14/03/2025,VH-005,"10,31","1,825","€ 18,81",shell,FC391386
27/06/2025,VH-005,"15,01","1,610","€ 24,17",Avin,FC715450
18/12/2025,VH-005,"5,32","1,531","€ 8,14",BP,FC501003
12/12/2025,VH-005,"8,02","1,583","€ 12,70",Shell,FC731208
22/08/2025,VH-005,"13,11","1,805","€ 23,67",EKO,FC957628
09/03/2025,VH-005,"10,84","1,906","€ 20,67",Avin,FC252358
02/05/2026,VH-005,"12,94","1,585","€ 20,51",EKO,FC948597
07/02/2026,VH-005,"11,09","1,843","€ 20,45",Shell,FC174891
25/02/2025,VH-005,"14,56","1,752","€ 25,51",Shell,FC878442
10/09/2025,VH-005,"8,62","1,804","€ 15,55",eko,FC663751
08/12/2025,VH-005,"10,56","1,657","€ 17,50",eko,FC685036
31/08/2025,VH-005,"8,30","1,710","€ 14,19",EKO,FC894342
01/10/2025,VH-005,"12,78","1,897","€ 24,25",Avin,FC768409
19/04/2025,VH-005,"12,65","1,522","€ 19,25",Avin,FC405872
11/05/2026,VH-005,"10,54","1,524","€ 16,07",Avin,FC879754
05/05/2025,VH-005,"9,72","1,917","€ 18,63",Shell,FC179501
10/04/2025,VH-005,"12,42","1,874","€ 23,27",eko,FC421599
21/10/2025,VH-005,"11,77","1,836","€ 21,61",shell,FC677708
11/02/2025,VH-005,"10,68","1,536","€ 16,41",EKO,FC467363
14/01/2025,VH-005,"13,16","1,705","€ 22,43",Avin,FC497665
05/06/2026,VH-005,"17,16","1,718","€ 29,48",BP,FC831166
11/07/2026,VH-005,"7,75","1,896","€ 14,70",eko,FC185379
05/03/2026,VH-005,"11,77","1,721","€ 20,25",EKO,FC489843
30/08/2025,VH-005,"15,75","1,660","€ 26,14",Avin,FC567075
22/03/2025,VH-005,"8,19","1,754","€ 14,37",shell,FC699253
08/04/2025,VH-005,"13,73","1,605","€ 22,03",eko,FC220932
01/05/2025,VH-005,"12,13","1,885","€ 22,87",Avin,FC193433
04/02/2025,VH-005,"10,13","1,745","€ 17,68",Avin,FC938505
19/05/2025,VH-005,"11,00","1,933","€ 21,25",BP,FC984965
12/11/2025,VH-005,"10,17","1,662","€ 16,91",Shell,FC483267
06/06/2026,VH-005,"10,50","1,524","€ 16,00",Shell,FC397688
06/05/2026,VH-005,"7,58","1,847","€ 14,00",eko,FC885997
28/07/2025,VH-005,"9,47","1,699","€ 16,09",Shell,FC920367
06/01/2026,VH-005,"14,14","1,647","€ 23,28",BP,FC647176
22/09/2025,VH-005,"5,21","1,531","€ 7,98",BP,FC588757
09/03/2026,VH-005,"14,66","1,848","€ 27,10",BP,FC775162
22/01/2025,VH-005,"7,48","1,780","€ 13,31",eko,FC209164
29/11/2025,VH-005,"4,27","1,766","€ 7,54",EKO,FC201432
09/06/2025,VH-005,"9,86","1,620","€ 15,97",Avin,FC419846
09/08/2025,VH-005,"6,54","1,912","€ 12,51",Shell,FC289644
09/06/2026,VH-005,"10,04","1,593","€ 15,99",BP,FC945017
23/05/2026,VH-005,"13,10","1,618","€ 21,19",BP,FC799710
19/06/2026,VH-005,"9,16","1,929","€ 17,67",Shell,FC871355
25/06/2026,VH-005,"14,64","1,562","€ 22,87",EKO,FC456064
11/05/2026,VH-005,"12,31","1,581","€ 19,46",shell,FC542896
14/10/2025,VH-005,"7,52","1,856","€ 13,95",BP,FC515479
14/01/2025,VH-005,"7,70","1,574","€ 12,12",BP,FC350444
24/07/2025,VH-005,"6,52","1,782","€ 11,62",eko,FC327408
31/05/2025,VH-005,"10,16","1,682","€ 17,10",BP,FC835827
15/10/2025,VH-005,"10,27","1,763","€ 18,11",eko,FC415743
05/07/2026,VH-005,"9,33","1,908","€ 17,80",BP,FC102457
